,datatime,open,high,low,close,volume
107,1609651800000,33978.28000000,34180.00000000,33629.34000000,33758.67000000,3593.04098600
108,1609653600000,33758.67000000,34110.05000000,33651.12000000,33855.54000000,2599.66942500
109,1609655400000,33855.55000000,34080.00000000,33823.29000000,33967.13000000,1927.24154900
110,1609657200000,33967.13000000,34566.66000000,33737.19000000,34487.56000000,3383.98587200
111,1609659000000,34487.56000000,34778.11000000,34011.06000000,34452.34000000,4584.08815100
112,1609660800000,34451.78000000,34561.08000000,33757.29000000,34403.68000000,3935.40760300
113,1609662600000,34405.01000000,34670.41000000,34271.15000000,34367.68000000,2211.36650900
114,1609664400000,34367.35000000,34588.88000000,33856.63000000,34026.68000000,3523.62928600
115,1609666200000,34031.16000000,34247.91000000,33800.00000000,34190.55000000,2529.04968600
116,1609668000000,34189.98000000,34350.00000000,33403.00000000,33739.36000000,4132.43155600
117,1609669800000,33739.36000000,34119.01000000,33520.65000000,33877.96000000,2202.79508600
118,1609671600000,33877.96000000,34200.00000000,33787.55000000,33933.33000000,1987.96368500
119,1609673400000,33933.33000000,34450.00000000,33928.75000000,34413.53000000,2128.88945600
120,1609675200000,34413.53000000,34600.00000000,34206.10000000,34291.85000000,2548.97827200
121,1609677000000,34293.53000000,34354.53000000,33928.75000000,34103.72000000,1997.30520900
122,1609678800000,34103.73000000,34385.02000000,34100.73000000,34162.14000000,1384.62937400
123,1609680600000,34164.10000000,34193.66000000,33800.00000000,33880.00000000,2989.10900200
124,1609682400000,33877.98000000,34150.00000000,33641.02000000,33926.99000000,2550.92273400
125,1609684200000,33927.00000000,34078.53000000,33450.00000000,33811.54000000,3377.88282900
126,1609686000000,33811.54000000,33873.45000000,32910.81000000,33015.19000000,4684.09590500
127,1609687800000,33015.19000000,33645.00000000,32727.00000000,33506.62000000,3707.15385200
128,1609689600000,33505.15000000,33822.69000000,33380.01000000,33422.59000000,3341.94242100
129,1609691400000,33422.58000000,33532.15000000,32650.00000000,32676.74000000,4641.79670400
130,1609693200000,32676.75000000,33190.00000000,32454.73000000,33080.11000000,5257.76391700
131,1609695000000,33080.09000000,33333.33000000,32818.18000000,32909.27000000,2190.04524600
132,1609696800000,32907.51000000,33031.57000000,32500.00000000,32521.79000000,2094.40002600
133,1609698600000,32531.53000000,32834.30000000,32267.00000000,32769.76000000,2612.79991700
134,1609700400000,32769.79000000,32930.00000000,32540.00000000,32626.55000000,1286.96516600
135,1609702200000,32626.67000000,32800.52000000,32455.71000000,32772.21000000,1001.47424600
136,1609704000000,32775.10000000,33736.34000000,32727.10000000,33697.14000000,3347.60439600
137,1609705800000,33697.07000000,33816.00000000,33443.38000000,33726.21000000,2073.07378700
138,1609707600000,33725.72000000,33861.92000000,33550.00000000,33729.07000000,1172.52735600
139,1609709400000,33729.07000000,33765.85000000,33506.00000000,33558.34000000,950.54063600
140,1609711200000,33559.06000000,33661.10000000,33210.43000000,33500.79000000,1099.40958000
141,1609713000000,33503.59000000,33605.08000000,33000.00000000,33119.14000000,1741.62351300
142,1609714800000,33119.14000000,33600.00000000,32881.57000000,33494.89000000,2287.15878500
143,1609716600000,33494.88000000,33579.48000000,32600.00000000,33000.05000000,2790.40180700
144,1609718400000,33000.05000000,33111.44000000,32657.54000000,32789.38000000,2362.05110000
145,1609720200000,32789.37000000,32878.46000000,32400.25000000,32843.88000000,2430.15573100
146,1609722000000,32843.89000000,32954.30000000,32620.01000000,32696.48000000,1374.07077200
147,1609723800000,32696.48000000,33327.00000000,32602.47000000,33191.04000000,2015.95310000
148,1609725600000,33191.05000000,33318.53000000,33012.02000000,33066.88000000,1316.59561300
149,1609727400000,33066.87000000,33588.00000000,32958.38000000,33454.22000000,1863.75517000
150,1609729200000,33454.21000000,33499.99000000,33300.00000000,33302.33000000,1587.14444000
151,1609731000000,33305.66000000,33510.71000000,33160.00000000,33505.16000000,1587.06469400
152,1609732800000,33505.15000000,33600.00000000,33256.00000000,33304.55000000,1823.57387400
153,1609734600000,33305.07000000,33369.83000000,33186.14000000,33257.55000000,1343.45539900
154,1609736400000,33257.56000000,33315.90000000,33044.01000000,33230.86000000,1893.81038800
155,1609738200000,33230.87000000,33298.00000000,32802.25000000,32813.01000000,2096.89049200
156,1609740000000,32813.01000000,33408.00000000,32813.00000000,33234.44000000,2259.48123800
157,1609741800000,33232.79000000,33250.00000000,32834.06000000,33100.02000000,2509.28369000
158,1609743600000,33100.02000000,33148.69000000,31505.00000000,32341.15000000,6456.02950100
159,1609745400000,32341.15000000,32500.00000000,31800.00000000,32068.84000000,3016.34732700
160,1609747200000,32068.84000000,32567.88000000,32056.45000000,32157.37000000,2479.27232200
161,1609749000000,32157.36000000,32282.26000000,31450.00000000,32045.14000000,4049.98092600
162,1609750800000,32045.15000000,32152.15000000,31520.00000000,31583.14000000,2601.29106500
163,1609752600000,31583.14000000,31583.15000000,30248.85000000,31038.63000000,8670.60546600
164,1609754400000,31038.35000000,31227.33000000,28130.00000000,29071.89000000,11967.53347500
165,1609756200000,29071.16000000,30435.89000000,28830.10000000,30270.76000000,7409.29770400
166,1609758000000,30270.76000000,30533.01000000,29400.00000000,30213.19000000,5920.93028900
167,1609759800000,30214.55000000,30900.20000000,29900.00000000,30743.06000000,3492.55977800
168,1609761600000,30742.99000000,31232.07000000,30454.25000000,31021.94000000,4693.68260000
169,1609763400000,31018.33000000,31434.07000000,30860.00000000,31219.02000000,3623.19822800
170,1609765200000,31219.03000000,31227.14000000,30600.00000000,31149.20000000,3210.38222900
171,1609767000000,31149.20000000,31400.00000000,30806.08000000,31400.00000000,2264.27255800
172,1609768800000,31400.00000000,31800.00000000,31400.00000000,31735.20000000,3344.99493600
173,1609770600000,31735.20000000,32167.93000000,31640.81000000,32113.68000000,4134.38865100
174,1609772400000,32113.68000000,32185.67000000,31659.90000000,32033.27000000,3097.51405700
175,1609774200000,32032.47000000,32032.47000000,31550.00000000,31745.72000000,2224.10619400
176,1609776000000,31745.71000000,31920.00000000,30748.35000000,31083.50000000,5152.78565800
177,1609777800000,31083.50000000,31423.58000000,30723.00000000,31320.31000000,3021.50012500
178,1609779600000,31320.30000000,31523.01000000,30892.69000000,31002.82000000,2387.50241500
179,1609781400000,31004.95000000,31100.00000000,30626.36000000,31024.17000000,2575.06031400
180,1609783200000,31022.25000000,31445.00000000,31001.00000000,31442.45000000,1983.15832400
181,1609785000000,31435.65000000,31465.44000000,31062.93000000,31165.16000000,1378.28154600
182,1609786800000,31165.16000000,31471.92000000,31104.99000000,31405.64000000,1363.02291400
183,1609788600000,31405.64000000,31855.75000000,31400.55000000,31665.51000000,2025.34930700
184,1609790400000,31665.52000000,31830.95000000,31344.23000000,31384.22000000,1748.89027300
185,1609792200000,31384.21000000,31500.00000000,31210.00000000,31244.97000000,1102.07281400
186,1609794000000,31244.97000000,31579.00000000,30993.48000000,31091.62000000,1448.43301200
187,1609795800000,31091.61000000,31196.08000000,30856.08000000,31014.27000000,1754.02311500
188,1609797600000,31014.27000000,31336.29000000,30950.00000000,31296.42000000,796.30986200
189,1609799400000,31296.42000000,31474.78000000,31220.17000000,31332.05000000,850.17427600
190,1609801200000,31332.05000000,31840.00000000,31150.00000000,31745.46000000,1667.97109500
191,1609803000000,31745.46000000,32031.01000000,31575.70000000,31988.71000000,2525.67763300
192,1609804800000,31989.75000000,32500.00000000,31989.74000000,32323.65000000,4002.42470300
193,1609806600000,32326.17000000,32853.38000000,32278.87000000,32430.49000000,3705.21870700
194,1609808400000,32430.69000000,32627.71000000,32224.25000000,32535.49000000,2133.32910300
195,1609810200000,32534.83000000,32796.00000000,32432.52000000,32786.06000000,2113.63154700
196,1609812000000,32786.05000000,32828.26000000,32410.00000000,32505.73000000,1803.47869100
197,1609813800000,32505.74000000,32525.23000000,32221.10000000,32306.64000000,1359.95135300
198,1609815600000,32306.64000000,32536.09000000,31800.15000000,31881.65000000,2314.03894900
199,1609817400000,31872.72000000,32095.56000000,31130.86000000,31200.00000000,3381.00554700
200,1609819200000,31190.04000000,31538.45000000,30418.00000000,31252.55000000,5082.10077700
201,1609821000000,31252.54000000,31530.61000000,30809.00000000,30858.98000000,2147.38558900
202,1609822800000,30858.98000000,31366.16000000,30685.52000000,30968.79000000,2046.46314800
203,1609824600000,30965.57000000,31245.00000000,29900.00000000,30436.25000000,4320.51297600
204,1609826400000,30436.26000000,30616.49000000,29900.00000000,30532.55000000,3757.42225100
205,1609828200000,30532.55000000,31270.43000000,30512.58000000,31123.25000000,2853.78848400
206,1609830000000,31123.25000000,31312.03000000,30899.58000000,31102.88000000,1590.02719900
207,1609831800000,31104.44000000,31104.44000000,30759.47000000,30817.77000000,1221.35675400
208,1609833600000,30817.78000000,31522.19000000,30817.78000000,31203.00000000,2055.05509100
209,1609835400000,31206.47000000,31320.00000000,31012.68000000,31192.09000000,1182.06586600
210,1609837200000,31192.16000000,31480.00000000,31157.90000000,31469.76000000,1612.27448700
211,1609839000000,31470.92000000,31821.94000000,31455.30000000,31569.63000000,2323.32349200
212,1609840800000,31569.63000000,31687.11000000,31420.00000000,31580.00000000,1290.32647000
213,1609842600000,31580.04000000,31580.04000000,31088.33000000,31345.77000000,1884.43392600
214,1609844400000,31347.73000000,31550.00000000,31284.15000000,31397.43000000,1236.43188900
215,1609846200000,31396.01000000,31777.00000000,31344.29000000,31776.66000000,1671.68987900
216,1609848000000,31776.66000000,32057.13000000,31642.00000000,31797.08000000,2758.32570900
217,1609849800000,31797.08000000,31899.88000000,31563.84000000,31585.01000000,1403.22562500
218,1609851600000,31585.00000000,31900.00000000,31585.00000000,31706.19000000,1108.87700100
219,1609853400000,31705.57000000,31813.75000000,31416.27000000,31460.01000000,1414.14616400
220,1609855200000,31460.11000000,31545.06000000,31111.78000000,31517.56000000,2154.87534600
221,1609857000000,31517.56000000,32375.07000000,31398.44000000,32342.33000000,3787.22750800
222,1609858800000,32343.61000000,32374.31000000,32010.08000000,32156.40000000,2082.56498100
223,1609860600000,32156.40000000,32156.40000000,31929.41000000,32099.98000000,1534.03403500
224,1609862400000,32099.97000000,32670.00000000,31763.23000000,32497.86000000,2996.50456700
225,1609864200000,32497.86000000,32625.28000000,32310.41000000,32469.90000000,1929.66704900
226,1609866000000,32469.90000000,32640.00000000,32278.91000000,32306.43000000,1707.86755200
227,1609867800000,32306.42000000,32790.00000000,32254.18000000,32742.73000000,1891.77816600
228,1609869600000,32742.73000000,33188.26000000,32650.03000000,33055.31000000,3750.71642300
229,1609871400000,33055.32000000,33433.55000000,32899.40000000,33372.84000000,2896.29349800
230,1609873200000,33372.83000000,33947.73000000,33098.82000000,33838.16000000,4070.32331600
231,1609875000000,33836.47000000,34187.09000000,33583.51000000,33697.75000000,4589.01518700
232,1609876800000,33693.80000000,33817.89000000,33318.00000000,33807.49000000,2731.95957000
233,1609878600000,33807.49000000,34044.13000000,33653.01000000,33969.17000000,3068.69433700
234,1609880400000,33968.66000000,33996.03000000,33678.57000000,33848.70000000,1706.17961900
235,1609882200000,33848.70000000,33994.52000000,33471.94000000,33699.63000000,1975.89453200
236,1609884000000,33699.63000000,34331.97000000,33695.60000000,34112.58000000,2482.00850400
237,1609885800000,34112.58000000,34360.00000000,34065.46000000,34183.42000000,2134.39483000
238,1609887600000,34183.43000000,34284.91000000,33650.00000000,33828.62000000,2691.14758700
239,1609889400000,33828.61000000,34062.00000000,33702.88000000,33949.53000000,2096.53905400
240,1609891200000,33949.53000000,34107.59000000,33288.00000000,33625.74000000,4090.16704000
241,1609893000000,33625.74000000,34030.00000000,33613.58000000,33918.01000000,2016.18488400
242,1609894800000,33918.01000000,34018.93000000,33668.40000000,33723.66000000,1590.62653800
243,1609896600000,33723.67000000,33870.97000000,33513.05000000,33811.28000000,1647.03281600
244,1609898400000,33811.28000000,34135.84000000,33768.32000000,33915.35000000,2032.20913400
245,1609900200000,33915.35000000,34114.83000000,33817.62000000,33873.30000000,1220.04542200
246,1609902000000,33873.30000000,34048.43000000,33676.46000000,33721.00000000,1268.16051400
247,1609903800000,33721.00000000,34170.00000000,33652.00000000,34117.59000000,1914.92753100
248,1609905600000,34116.76000000,35766.58000000,34109.83000000,35507.83000000,7853.97099400
249,1609907400000,35513.01000000,35730.00000000,34900.00000000,35325.91000000,4881.44663300
250,1609909200000,35326.82000000,35590.00000000,35000.00000000,35118.28000000,2747.65954100
251,1609911000000,35118.28000000,35226.74000000,34510.00000000,34978.91000000,2848.12413500
252,1609912800000,34977.27000000,35229.10000000,34844.91000000,35117.74000000,2280.43178400
253,1609914600000,35117.73000000,35209.00000000,34782.44000000,35125.51000000,1642.59461900
254,1609916400000,35125.49000000,35248.63000000,34808.27000000,35014.80000000,1617.48852900
255,1609918200000,35014.80000000,35025.19000000,34350.00000000,34676.40000000,2281.24875500
256,1609920000000,34666.80000000,34950.77000000,34130.00000000,34179.69000000,2800.44233900
257,1609921800000,34179.69000000,34636.16000000,34015.00000000,34594.28000000,2294.31685700
258,1609923600000,34596.08000000,34607.69000000,33357.90000000,33952.81000000,4004.40081300
259,1609925400000,33952.81000000,34148.03000000,33840.57000000,33919.50000000,1749.51215700
260,1609927200000,33919.50000000,34387.01000000,33834.61000000,34213.26000000,1999.32679300
261,1609929000000,34211.51000000,34550.00000000,34201.63000000,34417.36000000,1852.24746600
262,1609930800000,34417.37000000,35200.00000000,34342.87000000,34685.44000000,4128.89460500
263,1609932600000,34676.38000000,34990.00000000,34551.00000000,34918.53000000,2233.90953700
264,1609934400000,34918.54000000,35088.00000000,34694.79000000,34886.00000000,1894.72001200
265,1609936200000,34886.00000000,34930.64000000,34415.61000000,34929.87000000,2674.79465300
266,1609938000000,34929.87000000,35050.00000000,34430.00000000,34570.44000000,2308.05509600
267,1609939800000,34576.05000000,34648.11000000,34300.00000000,34550.00000000,1988.21723500
268,1609941600000,34549.99000000,34549.99000000,34052.42000000,34377.17000000,3128.93165700
269,1609943400000,34377.17000000,34593.50000000,34126.24000000,34213.46000000,2599.43643800
270,1609945200000,34213.58000000,34769.96000000,34150.00000000,34645.49000000,2256.70569200
271,1609947000000,34645.49000000,34790.00000000,34431.19000000,34566.19000000,1793.45115600
272,1609948800000,34566.18000000,35076.42000000,34565.38000000,34789.43000000,3300.26551800
273,1609950600000,34789.43000000,35006.44000000,34372.92000000,34612.41000000,2842.72077300
274,1609952400000,34615.98000000,34968.90000000,34562.00000000,34927.24000000,1661.75748400
275,1609954200000,34927.24000000,35057.81000000,34817.20000000,34898.52000000,1748.53595600
276,1609956000000,34898.52000000,35198.29000000,34894.22000000,34981.92000000,1997.03994100
277,1609957800000,34981.92000000,35245.00000000,34925.70000000,35215.75000000,1706.96854000
278,1609959600000,35215.75000000,35687.00000000,35120.01000000,35621.52000000,2771.75296100
279,1609961400000,35617.77000000,35695.00000000,34652.60000000,34816.72000000,2847.45480700
280,1609963200000,34818.95000000,35376.00000000,34280.00000000,35220.40000000,5457.44454500
281,1609965000000,35220.40000000,36250.00000000,35089.81000000,36015.88000000,5464.96817900
282,1609966800000,36015.16000000,36470.00000000,35737.71000000,36006.75000000,4648.27731500
283,1609968600000,36008.72000000,36288.85000000,35650.00000000,35874.16000000,2833.04703300
284,1609970400000,35869.97000000,36293.29000000,35700.92000000,36275.62000000,1335.98732700
285,1609972200000,36275.61000000,36379.99000000,35956.99000000,35989.63000000,1381.86006600
286,1609974000000,35989.64000000,36440.80000000,35949.12000000,36240.74000000,2136.32883200
287,1609975800000,36240.74000000,36939.21000000,36214.93000000,36769.36000000,3365.11065800
288,1609977600000,36769.36000000,37094.70000000,36422.71000000,37003.14000000,3665.30149500
289,1609979400000,37003.14000000,37287.63000000,36865.00000000,37150.66000000,2594.27748300
290,1609981200000,37150.66000000,37227.61000000,36780.31000000,36923.20000000,2561.75440200
291,1609983000000,36924.49000000,37009.63000000,36615.83000000,36871.47000000,1980.28532800
292,1609984800000,36871.47000000,37087.01000000,36456.00000000,36663.12000000,2098.72045200
293,1609986600000,36663.13000000,37012.78000000,36560.00000000,36962.37000000,2014.26055700
294,1609988400000,36962.37000000,37650.00000000,36926.53000000,37624.13000000,2865.96750800
295,1609990200000,37624.14000000,37699.00000000,37257.88000000,37454.48000000,1881.67940100
296,1609992000000,37452.62000000,37544.68000000,37056.12000000,37238.44000000,2282.58019600
297,1609993800000,37238.43000000,37550.00000000,37153.33000000,37450.95000000,1817.37364500
298,1609995600000,37450.95000000,37556.57000000,37100.77000000,37476.61000000,1411.90308700
299,1609997400000,37477.37000000,37700.80000000,37264.70000000,37347.20000000,2925.69720400
300,1609999200000,37347.20000000,37439.75000000,36710.00000000,36812.07000000,2433.66496700
301,1610001000000,36820.54000000,37224.44000000,36820.54000000,37130.84000000,1661.68617300
302,1610002800000,37130.85000000,37338.72000000,36930.16000000,37123.63000000,1787.20641200
303,1610004600000,37123.62000000,37127.18000000,36720.00000000,36859.85000000,1995.07047400
304,1610006400000,36863.04000000,37040.63000000,36300.00000000,36877.78000000,3137.74547900
305,1610008200000,36877.77000000,37350.00000000,36800.00000000,37217.55000000,2116.86473000
306,1610010000000,37217.55000000,37269.73000000,36905.00000000,37069.00000000,2099.82048500
307,1610011800000,37069.00000000,37500.99000000,36906.84000000,37492.69000000,2307.22510900
308,1610013600000,37492.70000000,37500.00000000,37113.55000000,37126.29000000,1329.89457200
309,1610015400000,37126.29000000,37288.89000000,36920.00000000,37045.45000000,1906.92814600
310,1610017200000,37045.45000000,37314.60000000,37038.97000000,37189.27000000,1420.33606300
311,1610019000000,37189.27000000,37913.72000000,37158.34000000,37822.09000000,2895.15433400
312,1610020800000,37825.64000000,38200.00000000,37518.00000000,37954.27000000,4158.07233100
313,1610022600000,37962.14000000,38090.00000000,37764.11000000,37941.36000000,2205.28673800
314,1610024400000,37941.37000000,38429.00000000,37900.00000000,38342.20000000,3243.99771600
315,1610026200000,38340.29000000,38342.15000000,38002.00000000,38161.60000000,2120.34835000
316,1610028000000,38161.60000000,38644.76000000,38079.02000000,38493.16000000,2649.93345400
317,1610029800000,38493.16000000,38595.00000000,38137.62000000,38453.97000000,2866.70024700
318,1610031600000,38450.51000000,38499.00000000,38062.75000000,38305.92000000,1920.31994500
319,1610033400000,38305.92000000,38970.42000000,38280.69000000,38970.42000000,3481.04269600
320,1610035200000,38970.41000000,39500.00000000,38921.49000000,39169.60000000,5281.00158600
321,1610037000000,39169.59000000,39396.82000000,38953.88000000,39120.01000000,2773.61452800
322,1610038800000,39120.01000000,39712.00000000,39101.36000000,39680.47000000,2564.59630700
323,1610040600000,39680.48000000,39775.00000000,39362.58000000,39732.92000000,2289.13359800
324,1610042400000,39732.92000000,40365.00000000,38200.00000000,39071.32000000,7536.16234000
